concepto,descripcion,concept,source
coeficiente de gini,El coeficiente de gini es una medida de la desigualdad ideada por el estadístico italiano corrado gini.,gini coefficient,wikipedia.org
curtosis,La curtosis de una variable estadística/aleatoria es una característica de forma de su distribución de frecuencias/probabilidad.,kurtosis,wikipedia.org
diagrama de sectores,"Un gráfico circular, diagrama sectorial, gráfica circular o gráfica de pastel es un recurso estadístico que se utiliza para representar porcentajes y proporciones.",sector diagram,wikipedia.org
encuesta,"Una encuesta es un procedimiento de investigación cuantitativa en la que el investigador recopila información mediante el cuestionario previamente diseñado, sin modificar el entorno ni el fenómeno donde se recoge la información ya sea para entregarlo en forma de tríptico, gráfica, tabla o escrita.",survey,wikipedia.org
estimador insesgado,"En estadística, un estimador es un estadístico (esto es, una función de la muestra) usado para estimar un parámetro desconocido de la población.",insisted estimator,wikipedia.org
marco muestral,"En estadística, un marco muestral o marco de muestreo es el material o dispositivo utilizado para extraer una muestra.",sample framework,wikipedia.org
moda,"La moda (del francés mode y del latín modus ‘modo, medida’) es un conjunto de prendas de vestir, adornos y complementos basados en gustos, usos y costumbres que se utilizan por una mayoría durante un periodo de tiempo determinado y que marcarán tendencia según la duración del mismo.",mode,wikipedia.org
muestra,"Una muestra es, en general, una cantidad limitada de algo que, através de su observación o de su análisis, nos sirve para conocer una cantidad mayor de ese algo.",sample,wikipedia.org
muestreo por conglomerados,"En estadística, el muestreo por conglomerados es una técnica de muestreo utilizada cuando hay agrupamientos «naturales» relativamente homogéneos  en una población estadística.",conglomerate sampling,wikipedia.org
series temporales,Una serie temporal o cronológica es una sucesión de datos medidos en determinados momentos y ordenados cronológicamente.,temporary series,wikipedia.org
tasa bruta de mortalidad,"La tasa de mortalidad general es la proporción de personas que fallecen respecto al total de la población en un período de tiempo, usualmente expresada en tanto por mil (‰) por año.",gross mortality rate,wikipedia.org
tasa de masculinidad,"El ííndice de masculinidad, también llamado razón de sexo es un ííndice demográfico que expresa la razón de hombres por mujeres en un determinado territorio, expresada en tanto por ciento.",masculinity rate,wikipedia.org
base de datos,"Una base de datos (del inglés: database) se encarga no solo de almacenar datos, sino también de conectarlos entre sí en una unidad lógica.",database,wikipedia.org
join,"La sentencia join (unir, combinar) de sql permite combinar registros de una o más tablas en una base de datos.",join,wikipedia.org
commit,"Consolidar, confirmar o hacer un commit se refiere, en el contexto de la ciencia de la computación y la gestión de datos, a la idea de confirmar un conjunto de cambios provisionales de forma permanente.",commit,wikipedia.org
base de datos en memoria,Una base de datos en memoria  es una base de datos cuyos datos están almacenados en la memoria principal para facilitar tiempos más rápidos de respuesta.,memory database,wikipedia.org
oracle database,"Oracle database es un sistema de gestión de base de datos de tipo objeto-relacional (ordbms, por el acrónimo eninglés de object-relational data base management system), desarrollado por oracle corporation, la empresa estadounidense de hardware y software.",oracle database,wikipedia.org
bases de datos distribuidas,Una base de datos distribuida (bdd) es un conjunto de múltiples bases de datos lógicamente relacionadas las cuales se encuentran distribuidas en diferentes espacios lógicos y geográficos (pej.,distributed databases,wikipedia.org
precision,"Eningeniería, ciencia, industria y estadística, se denomina precisión a la capacidad de uninstrumento de dar el mismo resultado en mediciones diferentes realizadas en las mismas condiciones.",precision,wikipedia.org
redes neuronales convolucionales,"Una red neuronal convolucional es un tipo de red neuronal artificial donde las neuronas artificiales, corresponden a campos receptivos de una manera muy similar a las neuronas en la corteza visual primaria (v1) de un cerebro biológico.",convolutional neuronal networks,wikipedia.org
procesamiento de senales,"El procesado de señal (también conocido como tratamiento o procesamiento de señales) es la disciplina que desarrolla y estudia las técnicas de tratamiento (filtrado, amplificación,.",senal processing,wikipedia.org
rango intercuartílico,"En estadística descriptiva, se le llama rango intercuartílico o rango intercuartil, a la diferencia entre el tercer y el primer cuartil de una distribución.",interquartilic range,wikipedia.org
moda,"La moda (del francés mode y del latín modus ‘modo, medida’) es un conjunto de prendas de vestir, adornos y complementos basados en gustos, usos y costumbres que se utilizan por una mayoría durante un periodo de tiempo determinado y que marcarán tendencia según la duración del mismo.",mode,wikipedia.org
análisis de componentes principales,"En estadística, el análisis de componentes principales (en español acp, eninglés, pca) es una técnica utilizada para describir un conjunto de datos en términos de nuevas variables («componentes») no correlacionadas.",main component analysis,wikipedia.org
población,"En biología, el término población se refiere a todos los seres vivos del mismo grupo o especie, que viven en un área geográfica particular.",population,wikipedia.org
muestra,"Una muestra es, en general, una cantidad limitada de algo que, através de su observación o de su análisis, nos sirve para conocer una cantidad mayor de ese algo.",sample,wikipedia.org
moda,"La moda (del francés mode y del latín modus ‘modo, medida’) es un conjunto de prendas de vestir, adornos y complementos basados en gustos, usos y costumbres que se utilizan por una mayoría durante un periodo de tiempo determinado y que marcarán tendencia según la duración del mismo.",mode,wikipedia.org
valor p,"En estadística general y contrastes de hipótesis, el valor p  se define como la probabilidad de que un valor estadístico calculado sea posible dada una hipótesis nula cierta.",value p,wikipedia.org
transformada de hough,La transformada de hough es una técnica para la detección de figuras enimágenes digitales.,houch transformed,wikipedia.org
redes neuronales convolucionales,"Una red neuronal convolucional es un tipo de red neuronal artificial donde las neuronas artificiales, corresponden a campos receptivos de una manera muy similar a las neuronas en la corteza visual primaria (v1) de un cerebro biológico.",convolutional neuronal networks,wikipedia.org
reconocimiento de objetos,El reconocimiento de objetos en visión por computadoras es la tarea para encontrar e identificar objetos en una imagen o secuencia de video.,recognition of objects,wikipedia.org
reconocimiento facial,El sistema de reconocimiento facial es una aplicación dirigida por ordenador que identifica automáticamente a una persona en una imagen digital.,facial recognition,wikipedia.org
transformación afín,"En geometría, una transformación afín o aplicación afín (también llamada afinidad) entre dos espacios afines (en particular, dos espacios vectoriales) consiste en una transformación lineal seguida de una traslación:.",related transformation,wikipedia.org
máquinas de soporte vectorial,"Las máquinas de vectores de soporte o máquinas de vector soporte (del inglés support-vector machines, svm) son un conjunto de algoritmos de aprendizaje supervisado desarrollados por vladimir vapnik y su equipo en los laboratorios de at&t bell.",vectorial support machines,wikipedia.org
análisis de componentes principales,"En estadística, el análisis de componentes principales (en español acp, eninglés, pca) es una técnica utilizada para describir un conjunto de datos en términos de nuevas variables («componentes») no correlacionadas.",main component analysis,wikipedia.org
redes neuronales artificiales,"En el aprendizaje automático, una red neuronal artificial (abreviada ann o nn) es un modelo dentro de los llamados sistemas conexionistas, inspirado en la estructura y función de las redes neuronales biológicas en los cerebros animales.",artificial neuronal networks,wikipedia.org
redes neuronales convolucionales,"Una red neuronal convolucional es un tipo de red neuronal artificial donde las neuronas artificiales, corresponden a campos receptivos de una manera muy similar a las neuronas en la corteza visual primaria (v1) de un cerebro biológico.",convolutional neuronal networks,wikipedia.org
boosting,Boosting es un meta-algoritmo de aprendizaje automático que reduce el sesgo y varianza en un contexto de aprendizaje supervisado.,boosting,wikipedia.org
lematización,"La lematización es un proceso lingüístico que consiste en, dada una forma flexionada (es decir, en plural, en femenino, conjugada, etc), hallar el lema correspondiente.",lematization,wikipedia.org
reconocimiento de entidades nombradas,"El reconocimiento de entidades nombradas (ner por sus siglas eninglés) (también conocido como extracción de entidades) es una tarea de extracción de información que busca localizar y clasificar en categorías predefinidas, como personas, organizaciones, lugares, expresiones de tiempo y cantidades, las entidades nombradas encontradas en un texto.",recognition of named entities,wikipedia.org
análisis morfológico,"La morfología (del griego μορφo morphḗ ‘forma’, y λογία logía ‘tratado o estudio’) es la rama de la lingüística que estudia la estructura interna de las palabras para definir y clasificar sus unidades: las variantes de las palabras (morfología flexiva) y la formación de nuevas palabras (morfología derivativa y composición).",morphological analysis,wikipedia.org
computación en tiempo real,Un sistema de tiempo real es un sistema informático que interacciona con su entorno físico y responde a los estímulos del entorno dentro de un plazo de tiempo determinado.,real -time computing,wikipedia.org
ocr,"El reconocimiento óptico de caracteres (roc), generalmente conocido como reconocimiento de caracteres y expresado con frecuencia con la sigla ocr (del inglés optical character recognition), es un proceso dirigido a la digitalización de textos, los cuales identifican automáticamente a partir de una imagen símbolos o caracteres que pertenecen a un determinado alfabeto, para luego almacenarlos en forma de datos.",ocr,wikipedia.org
señal continua,"Una señal continua o señal en el tiempo-continuo es una señal que puede expresarse como una función cuyo dominio se encuentra en el conjunto de los números reales, y normalmente es el tiempo.",continuous sign,wikipedia.org
filtro pasa banda,"Un filtro paso banda es un tipo de filtro electrónico que deja pasar un determinado rango de frecuencias de una señal y atenúa el paso del resto, para el cálculo de la función de transferencia se puede hacer uso del método de mallas.",filter pass band,wikipedia.org
respuesta impulsiva,La respuesta a unimpulso o respuesta impulsional de un sistema es la que se presenta en la salida cuando en la entrada se introduce unimpulso.,impulsive response,wikipedia.org
aliasing,"En procesamiento de señales, computación gráfica y disciplinas relacionadas, el aliasing, o solapamiento, es el efecto que causa que señales continuas distintas se tornenindistinguibles cuando se muestrean digitalmente.",aliasing,wikipedia.org
visualización de datos,La visualización de datos es un campo de estudio interdisciplinario cuyo objeto es la representación de datos en formato gráfico.,data display,wikipedia.org
boxplot,"En las estadísticas descriptivas, un diagrama de caja o diagrama de caja es un método para demostrar gráficamente los grupos de datos numéricos de la localidad y asimetría a través de sus cuartiles.",boxploot,wikipedia.org
quintil,"Quintal o Centner es una unidad histórica de masa en muchos países que generalmente se define como 100 unidades base, como libras o kilogramos.",quintile,wikipedia.org
boxplot,"En las estadísticas descriptivas, un diagrama de caja o diagrama de caja es un método para demostrar gráficamente los grupos de datos numéricos de la localidad y asimetría a través de sus cuartiles.",boxploot,wikipedia.org
autoregressive model,"En estadísticas, econometría y procesamiento de señales, un modelo autorregresivo (AR) es una representación de un tipo de proceso aleatorio; Como tal, se puede utilizar para describir ciertos procesos que varían en el tiempo en la naturaleza, la economía, el comportamiento, etc.",self -pessive model,wikipedia.org
autoencoders,Un autoencoder es un tipo de red neuronal artificial utilizada para aprender codificaciones eficientes de datos no etiquetados (aprendizaje no supervisado).,self -chirers,wikipedia.org
intent detection,"La intención del usuario, también conocida como intención de consulta o intención de búsqueda, es la identificación y categorización de lo que un usuario en línea pretendía encontrar o quería encontrar cuando escribieron sus términos de búsqueda en un motor de búsqueda web en línea para el propósito de optimización de motores de búsqueda o optimización de la tasa de conversión.",try detection,wikipedia.org
charlar,"El chat (término proveniente del inglés que en español equivale a charla), también conocido como texting, es uno de los métodos de comunicación digital surgido con las nuevas tecnologías.",chat,wikipedia.org
matriz de artículos,Matrix es una tetralogía de películas de ciencia ficción escritas y dirigidas por las hermanas wachowski.,matrix,wikipedia.org
desconectado,"En telecomunicaciones, la locución adverbial fuera de línea (del inglés: offline) tiene los siguientes significados:.",offline,wikipedia.org
inmediato,"Unintérprete de órdenes o de comandos es un programa informático que tiene la capacidad de traducir las órdenes que introducen los usuarios, mediante un conjunto de instrucciones facilitadas por él mismo directamente al núcleo y al conjunto de herramientas que forman el sistema operativo.",prompt,wikipedia.org
visualización,"Se llama visualizador, display eninglés, a un dispositivo de ciertos aparatos electrónicos que permite mostrar información al usuario de manera visual o táctil.",display,wikipedia.org
muestreo,"En música, el anglicismo sample («muestra» eninglés) se utiliza para referirse a una muestra de un sonido grabado en cualquier tipo de soporte para reutilizarla posteriormente como uninstrumento musical o una diferente grabación de sonido.",sampling,wikipedia.org
