concepto,descripcion,source,num_tokens
ejemplo etiquetado,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
lamda,Lambda architecture es una arquitectura de procesamiento de datos diseñada para manejar cantidades masivas de datos aprovechando los métodos de procesamiento por lotes y flujo.,Wiki_SerpAPI,26
puntos de referencia,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
modelo de lenguaje extenso,"Un modelo extenso de lenguaje o llm (siglas eninglés para large language model), también llamado modelo de lenguaje de gran tamaño, modelo de lenguaje grande, o gran modelo de lenguaje, es un modelo de lenguaje de aprendizaje profundo, que consta de una red neuronal con muchos parámetros (normalmente miles de millones o más), entrenados en grandes cantidades de texto sin etiquetar mediante aprendizaje autosupervisado o aprendizaje semisupervisado.",Wiki_SerpAPI,78
oculta,"En la informática, la ocultación de información es el principio de segregación de las decisiones de diseño en un programa de computadora que es más probable que cambien, protegiendo así otras partes del programa de una modificación extensa si se cambia la decisión de diseño.",Wiki_SerpAPI,48
api de layers,Una red neuronal convolucional (cnn) es un tipo regularizado de red neuronal de avance que aprende las características por sí misma através de la optimización del filtro (o núcleo).,Wiki_SerpAPI,34
herramienta de interpretabilidad de aprendizaje,"La inteligencia artificial explicable (eninglés: explainable artificial intelligence, habitualmente abreviado xai) se refiere a métodos y técnicas en la aplicación de tecnología de inteligencia artificial (ia) por los que el ser humano es capaz de comprender las decisiones y predicciones realizadas por la inteligencia artificial.",Wiki_SerpAPI,52
llm,"Un modelo de lenguaje grande (llm) es un tipo de modelo de aprendizaje automático diseñado para tareas de procesamiento del lenguaje natural, como la generación de idiomas.",Wiki_SerpAPI,31
evaluaciones de llm,"La prueba de turing, originalmente llamada juego de imitación por alan turing en 1949, es una prueba de la capacidad de una máquina para exhibir un comportamiento inteligente equivalente al de un humano.",Wiki_SerpAPI,36
logits,"En las estadísticas, la función logit (/ ˈloʊdʒɪt/ loh-jit) es la función cuantil asociada con la distribución logística estándar.",Wiki_SerpAPI,23
logaritmo de probabilidad,Una función de probabilidad (a menudo simplemente llamada probabilidad) mide qué tan bien un modelo estadístico explica los datos observados calculando la probabilidad de ver esos datos bajo diferentes valores de parámetros del modelo.,Wiki_SerpAPI,37
agregador de pérdidas,"Toutiao o jinri toutiao es una plataforma de noticias y contenido informativo creada por la empresa sinoestadounidense bytedance, con sede en pekín.",Wiki_SerpAPI,24
superficie de pérdida,"En estadística, optimización matemática, teoría de la decisión y economía, la función de pérdida es una función que relaciona un evento (técnicamente un elemento de un espacio de muestreo) con un número real que representa el coste económico asociado con el evento.",Wiki_SerpAPI,48
adaptabilidad de bajo rango,"En estadísticas y aprendizaje automático, la compensación de sesgo -varianza describe la relación entre la complejidad de un modelo, la precisión de sus predicciones y qué tan bien puede hacer predicciones en los datos previamente invisibles que no se utilizaron para entrenar el modelo.",Wiki_SerpAPI,47
clase mayoritaria,"La historia de la química toma un periodu de tiempu bien ampliu, que va dende la prehistoria hasta'l presente, y ta amestada al desenvolvimientu cultural del home y la so conocencia de la naturaleza.",Wiki_SerpAPI,37
proceso de decisión de markov,"El proceso de decisión de markov (mdp), también llamado programa dinámico estocástico o problema de control estocástico, es un modelo para la toma de decisiones secuenciales cuando los resultados soninciertos.",Wiki_SerpAPI,35
propiedad de markov,"En teoría y estadísticas de probabilidad, el término propiedad de markov se refiere a la propiedad sin memoria de un proceso estocástico, lo que significa que su evolución futura es independiente de su historia.",Wiki_SerpAPI,37
modelo de lenguaje enmascarado,"Un modelo extenso de lenguaje o llm (siglas eninglés para large language model), también llamado modelo de lenguaje de gran tamaño, modelo de lenguaje grande, o gran modelo de lenguaje, es un modelo de lenguaje de aprendizaje profundo, que consta de una red neuronal con muchos parámetros (normalmente miles de millones o más), entrenados en grandes cantidades de texto sin etiquetar mediante aprendizaje autosupervisado o aprendizaje semisupervisado.",Wiki_SerpAPI,78
matplotlib,Scikit-learn (formerly scikitslearn and also known as sklearn) is a free and open-source machine learning library for the python programming language.,Wiki_SerpAPI,24
malla,"Malla-yuddha (sánscrito: मल्लयुद्ध, iast: mallayuddha) es la forma tradicional de desglose de combate originada en el subcontinente indio.",Wiki_SerpAPI,24
metaaprendizaje,Meta-learningis un subcampo de aprendizaje automático donde los algoritmos de aprendizaje automático se aplican a metadatos sobre experimentos de aprendizaje automático.,Wiki_SerpAPI,22
api de metrics,"En reconocimiento de patrones, recuperación de información, detección de objetos y clasificación (aprendizaje automático), precisión y retiro son métricas de rendimiento que se aplican a los datos recuperados de una colección, corpus o espacio de muestra.",Wiki_SerpAPI,43
minilote,No confundir con hiperparámetro (bayesiano).,Wiki_SerpAPI,8
descenso de gradientes estocástico  de minilotes,"El descenso de gradiente estocástico (eninglés: stochastic gradient descent, a menudo abreviado como sgd) es un método iterativo para optimizar una función objetivo con propiedades de suavidad adecuadas (por ejemplo, diferenciable o subdiferenciable).",Wiki_SerpAPI,41
pérdida minimax,"En la optimización matemática y la teoría de la decisión, una función de pérdida o función de costo (a veces también llamada función de error) es una función que mapea un evento o valores de una o más variables en un número real que representa intuitivamente algún ""costo"" asociado con el evento.",Wiki_SerpAPI,58
clase minoritaria,"En estadística y aprendizaje automático, la fuga (también conocida como fuga de datos o de objetivos) es el uso de información en el proceso de formación del modelo que no se esperaría que estuviera disponible en el momento de la predicción, lo que hace que las puntuaciones predictivas (métricas) sobreestimen la utilidad del modelo cuando se ejecuta en un entorno de producción.",Wiki_SerpAPI,69
aa,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",Wiki_SerpAPI,42
mmit,La integración del modelo de madurez de la capacidad (cmmi) es un programa de capacitación y evaluación de mejora de nivel de proceso.,Wiki_SerpAPI,26
mnist,La base de datos mnist (base de datos de normas y normas modificadas del instituto nacional) es una gran base de datos de dígitos escritos a mano que se usa comúnmente para capacitar varios sistemas de procesamiento de imágenes.,Wiki_SerpAPI,42
modality,"El aprendizaje multimodal es un tipo de aprendizaje profundo que integra y procesa múltiples tipos de datos, denominados modalidades, como texto, audio, imágenes o videos.",Wiki_SerpAPI,30
capacidad del modelo,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
aplicación en cascada de modelos,"En el aprendizaje automático, una red neuronal artificial (abreviada ann o nn) es un modelo dentro de los llamados sistemas conexionistas, inspirado en la estructura y función de las redes neuronales biológicas en los cerebros animales.",Wiki_SerpAPI,41
paralelismo de modelos,"El aprendizaje automático cuántico (eninglés quantum machine learning) es una novedosa área de investigacióninterdisciplinar, situada entre la mecánica cuántica y la informática, que suma esfuerzos para combinar la mecánica cuántica y el aprendizaje automático.",Wiki_SerpAPI,39
router de modelo,La mezcla de expertos (moe) es una técnica de aprendizaje automático donde se utilizan múltiples redes de expertos (alumnos) para dividir un espacio de problemas en regiones homogéneas.,Wiki_SerpAPI,33
mt,"La traducción automática es el uso de técnicas computacionales para traducir texto o habla de unidioma a otro, incluidos los matices contextuales, idiomáticos y pragmáticos de ambos idiomas.",Wiki_SerpAPI,31
clasificación de varias clases,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
