concepto,descripcion,source,num_tokens
descenso de gradientes estocástico  de minilotes,"El descenso de gradiente estocástico (eninglés: stochastic gradient descent, a menudo abreviado como sgd) es un método iterativo para optimizar una función objetivo con propiedades de suavidad adecuadas (por ejemplo, diferenciable o subdiferenciable).",Wiki_SerpAPI,41
pérdida minimax,"En la optimización matemática y la teoría de la decisión, una función de pérdida o función de costo (a veces también llamada función de error) es una función que mapea un evento o valores de una o más variables en un número real que representa intuitivamente algún ""costo"" asociado con el evento.",Wiki_SerpAPI,58
aa,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",Wiki_SerpAPI,42
mmit,La integración del modelo de madurez de la capacidad (cmmi) es un programa de capacitación y evaluación de mejora de nivel de proceso.,Wiki_SerpAPI,26
mnist,La base de datos mnist (base de datos de normas y normas modificadas del instituto nacional) es una gran base de datos de dígitos escritos a mano que se usa comúnmente para capacitar varios sistemas de procesamiento de imágenes.,Wiki_SerpAPI,42
modality,"El aprendizaje multimodal es un tipo de aprendizaje profundo que integra y procesa múltiples tipos de datos, denominados modalidades, como texto, audio, imágenes o videos.",Wiki_SerpAPI,30
capacidad del modelo,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
aplicación en cascada de modelos,"En el aprendizaje automático, una red neuronal artificial (abreviada ann o nn) es un modelo dentro de los llamados sistemas conexionistas, inspirado en la estructura y función de las redes neuronales biológicas en los cerebros animales.",Wiki_SerpAPI,41
paralelismo de modelos,"El aprendizaje automático cuántico (eninglés quantum machine learning) es una novedosa área de investigacióninterdisciplinar, situada entre la mecánica cuántica y la informática, que suma esfuerzos para combinar la mecánica cuántica y el aprendizaje automático.",Wiki_SerpAPI,39
router de modelo,La mezcla de expertos (moe) es una técnica de aprendizaje automático donde se utilizan múltiples redes de expertos (alumnos) para dividir un espacio de problemas en regiones homogéneas.,Wiki_SerpAPI,33
mt,"La traducción automática es el uso de técnicas computacionales para traducir texto o habla de unidioma a otro, incluidos los matices contextuales, idiomáticos y pragmáticos de ambos idiomas.",Wiki_SerpAPI,31
clasificación de varias clases,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
regresión logística multiclase,"En estadísticas, la regresión logística multinomial es un método de clasificación que generaliza la regresión logística a los problemas multiclase, es decir, con más de dos posibles resultados discretos.",Wiki_SerpAPI,33
autoatención de múltiples cabezas,"En las redes neuronales artificiales, la atención es una técnica que pretende imitar la atención cognitiva.",Wiki_SerpAPI,18
instrucción multimodal ajustada,"Un modelo extenso de lenguaje o llm (siglas eninglés para large language model), también llamado modelo de lenguaje de gran tamaño, modelo de lenguaje grande, o gran modelo de lenguaje, es un modelo de lenguaje de aprendizaje profundo, que consta de una red neuronal con muchos parámetros (normalmente miles de millones o más), entrenados en grandes cantidades de texto sin etiquetar mediante aprendizaje autosupervisado o aprendizaje semisupervisado.",Wiki_SerpAPI,78
clasificación multinomial,"En el aprendizaje automático y la clasificación estadística, la clasificación multiclase o la clasificación multinomial es el problema de clasificar las instancias en una de las tres o más clases.",Wiki_SerpAPI,32
realizar varias tareas a la vez,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
trampa de nan,"The virginian es una serie de televisión occidental estadounidense que se ejecutó desde el 19 de septiembre de 1962 hasta el 24 de marzo de 1971, con un total de 249 episodios en nueve temporadas.",Wiki_SerpAPI,37
clase negativa,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",Wiki_SerpAPI,30
neuronal prealimentada,Una red neuronal prealimentada (feed-forward eninglés) es una red neuronal artificial donde las conexiones entre las unidades no forman un ciclo.,Wiki_SerpAPI,24
pln,"Una red lógica probabilística (pln) es un enfoque conceptual, matemático y computacional para la inferencia incierta.",Wiki_SerpAPI,20
cln,"En matemáticas, la división binaria es una técnica para acelerar la evaluación numérica de muchos tipos de series con términos racionales.",Wiki_SerpAPI,23
no lineal,"La reducción de la dimensionalidad no lineal, también conocida como aprendizaje múltiple, es cualquiera de las diversas técnicas relacionadas que tienen como objetivo proyectar datos de alta dimensión, potencialmente existentes en los colectores no lineales que no pueden capturarse adecuadamente mediante métodos de descomposición lineal, en los cambios de latentes de dimensióninferior, con el espacio de la altura de los datos de los datos bajos en el espacio de baja dimensional, o el aprendizaje del mapeo en sí.",Wiki_SerpAPI,85
no estacionariedad,"En estadística, los métodos de montecarlo basados en cadenas de markov (mcmc por sus siglas eninglés, markov chain montecarlo) comprenden una clase de algoritmos para el muestreo de una distribución de probabilidad.",Wiki_SerpAPI,37
no hay una sola respuesta correcta,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",Wiki_SerpAPI,30
detección de novedades,"En matemáticas aplicadas, el análisis topológico de los datos (eninglés: topological data analysis) (tda) es un enfoque el análisis de conjuntos de datos que utiliza técnicas de topología.",Wiki_SerpAPI,35
inferencia sin conexión,"La inferencia bayesiana (/ ˈbeɪziən/ bay-zee -ən o/ ˈbeɪʒən/ bay-zhən) es un método de inferencia estadística en la que el teorema de bayes se usa para calcular una probabilidad de una hipótesis, dada evidencia previa, y actualizarla a medida que se dispone de más información disponible.",Wiki_SerpAPI,51
codificación one-hot,"En los circuitos digitales y el aprendizaje automático, un único-hot es un grupo de bits entre los cuales las combinaciones legales de valores son solo aquellas con un solo alto (1) bit y todos los demás bajos (0).",Wiki_SerpAPI,44
aprendizaje en un intento,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
instrucción con un solo ejemplo,La ingeniería de instrucción (prompt engineering) es el proceso de estructurar un texto que puede ser interpretado y comprendido mediante un modelo de inteligencia artificial generativa.,Wiki_SerpAPI,29
uno frente a todos,"El aprendizaje por refuerzo o aprendizaje reforzado (eninglés: reinforcement learning) es un área del aprendizaje automático (aa) inspirada en la psicología conductista, cuya ocupación es determinar qué acciones debe escoger un agente de software en un entorno dado con el fin de maximizar alguna noción de ""recompensa"" o premio acumulado.",Wiki_SerpAPI,59
inferencia en línea,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,Wiki_SerpAPI,23
optax,Google jax，是google开发的用于变换数值函数的python机器学习框架。它结合了修改版本的autograd（自动通过函数的微分获得其梯度函数），和tensorflow的xla（加速线性代数）。它被设计为尽可能的遵从numpy的结构和工作流程，并协同工作于各种现存的框架如tensorflow和pytorch。.,Wiki_SerpAPI,4
sesgo de homogeneidad de los demás,"El aprendizaje federado (también conocido como aprendizaje colaborativo) es una técnica de aprendizaje automático en un entorno donde múltiples entidades (a menudo llamadas clientes) capacitan en colaboración un modelo mientras mantienen sus datos descentralizados, en lugar de almacenarse centralmente.",Wiki_SerpAPI,45
