concepto,descripcion,concept,source,num_tokens
descenso de gradiente,Una técnica matemática para minimizar la pérdida.,gradient descent,developers.google.com,8
gráfico,"En TensorFlow, una especificación de cálculo.",graph,developers.google.com,8
ejecución de gráficos,Un entorno de programación TensorFlow en el que el programa construye primero un gráfico y luego ejecuta todo o parte de ese gráfico.,graph execution,developers.google.com,24
política codiciosa,"En el aprendizaje de refuerzo, una política que siempre elige la acción con el mayor rendimiento esperado.",greedy policy,developers.google.com,19
tierra,Tenga en cuenta que un modelo conectado a tierra no siempre es un modelo fáctico.,groundedness,developers.google.com,16
verdad fundamental,"Realidad, lo que realmente sucedió.",ground truth,developers.google.com,7
sesgo de atribución de grupo,Asumir que lo que es cierto para Anindividual también es cierto para todos en ese grupo.,group attribution bias,developers.google.com,17
alucinación,La producción de salida plausible pero fácticamente incorrecta por un modelo de IA generativo que pretende hacer una afirmación sobre el mundo real.,hallucination,developers.google.com,24
hashing,"En el aprendizaje automático, un mecanismo para el buceo de datos categóricos, particularmente cuando el número de categorías es grande, pero el número de categorías que realmente aparecen en el conjunto de datos es relativamente pequeño.",hashing,developers.google.com,40
heurístico,Una solución simple e implementada rápidamente para un problema.,heuristic,developers.google.com,10
capa oculta,Una capa en una red neuronal entre la capa de entrada (las características) y la capa de salida (la predicción).,hidden layer,developers.google.com,25
agrupación jerárquica,Una categoría de algoritmos de agrupación que crean un árbol de grupos.,hierarchical clustering,developers.google.com,13
escalada,"Un algoritmo para mejorar iterativamente (""caminar cuesta arriba"") un modelo ML hasta que el modelo deje de mejorar (""llega a la cima de una colina"").",hill climbing,developers.google.com,34
pérdida de hinge,"Una familia de pérdidas funciona para la clasificación diseñada para encontrar el límite de decisión lo más distante posible de cada ejemplo de capacitación, maximizando así el margen entre los ejemplos y el límite.",hinge loss,developers.google.com,36
sesgo histórico,Un tipo de sesgo que ya existe en el mundo y ha llegado a un conjunto de datos.,historical bias,developers.google.com,19
datos de retención,"Ejemplos intencionalmente no usados ​​(""retenido"") durante el entrenamiento.",holdout data,developers.google.com,11
anfitrión,"Al entrenar un modelo ML en chips aceleradores (GPU o TPU), la parte del sistema que controla los siguientes: el host generalmente se ejecuta en una CPU, no en un chip de acelerador; El dispositivo manipula los tensores en los chips aceleradores.",host,developers.google.com,49
evaluación humana,"Un proceso en el que las personas juzgan la calidad de la producción de un modelo ML; Por ejemplo, hacer que las personas bilingües juzguen la calidad de un modelo de traducción de ML.",human evaluation,developers.google.com,37
hiperparámetro,Las variables que usted o un servicio de ajuste de hiperparameter se ajustan durante las ejecuciones sucesivas de capacitación de un modelo.,hyperparameter,developers.google.com,23
hiperplano,Un límite que separa un espacio en dos subespacios.,hyperplane,developers.google.com,10
i.i.d.,Abreviatura de distribuida independiente e idénticamente.,i.i.d.,developers.google.com,7
reconocimiento de imágenes,"Un proceso que clasifica los objetos, el patrón (s) o el concepto (s) en animage.",image recognition,developers.google.com,21
conjunto de datos desequilibrado,Sinónimo de conjunto de datos ilusizado con clase.,imbalanced dataset,developers.google.com,9
sesgo implícito,Hacer automáticamente una asociación o suposición basada en los modelos y recuerdos mentes de uno.,implicit bias,developers.google.com,16
imputación,Forma corta de imputación de valor.,imputation,developers.google.com,7
incompatibilidad de las métricas de equidad,La idea de que algunas nociones de justicia son mutuamente incompatibles y no pueden satisfacerse simultáneamente.,incompatibility of fairness metrics,developers.google.com,17
en el aprendizaje con contexto,Sinónimo de pocos disparos.,in context learning,developers.google.com,5
distribuido independiente e idénticamente (i.i.d),"Los datos extraídos de una distribución que no cambia, y donde cada valor dibujado no depende de los valores que se han dibujado anteriormente.",independently and identically distributed (i.i.d),developers.google.com,26
justicia individual,Una métrica de equidad que verifica si individuos similares se clasifican de manera similar.,individual fairness,developers.google.com,15
inferencia,"En el aprendizaje automático, el proceso de hacer predicciones aplicando un modelo capacitado a ejemplos no etiquetados.",inference,developers.google.com,19
ruta de inferencia,"En un árbol de decisión, durante la inferencia, la ruta un ejemplo particular toma de la raíz a otras condiciones, que termina con una hoja.",inference path,developers.google.com,29
ganancia de información,"En los bosques de decisión, la diferencia entre la entropía de un nodo y la suma ponderada (por número de ejemplos) de la entropía de sus nodos infantiles.",information gain,developers.google.com,32
en el sesgo grupal,Mostrando parcialidad con el propio grupo o características propias.,in group bias,developers.google.com,10
generador de entrada,Un mecanismo por el cual los datos se cargan en una red neuronal.,input generator,developers.google.com,14
capa de entrada,La capa de una red neuronal que contiene el vector de características.,input layer,developers.google.com,13
en condición establecida,"En un árbol de decisión, una condición que prueba la presencia de un elemento en un conjunto de elementos.",in set condition,developers.google.com,21
instancia,"Sinónimo, por ejemplo.",instance,developers.google.com,5
ajuste de instrucciones,Una forma de ajuste fino que mejora la capacidad de un modelo de IA generativo para seguir las instrucciones.,instruction tuning,developers.google.com,20
interpretabilidad,La capacidad de explicar o presentar el razonamiento de un modelo ML en términos comprensibles a un humano.,interpretability,developers.google.com,19
acuerdo de inter rater,Una medición de la frecuencia con la que los evaluadores humanos están de acuerdo al hacer una tarea.,inter rater agreement,developers.google.com,19
intersección sobre la unión (iou),La intersección de dos conjuntos divididos por su unión.,intersection over union (iou),developers.google.com,10
iou,Abreviatura de la intersección sobre la unión.,iou,developers.google.com,8
matriz de artículos,"En los sistemas de recomendación, una matriz de vectores de incrustación generados por factorización de matriz que contiene señales latentes sobre cada elemento.",item matrix,developers.google.com,25
elementos,"En un sistema de recomendación, las entidades que recomienda un sistema.",items,developers.google.com,13
