concepto,descripcion,concept,source
hashing,"En el aprendizaje automático, un mecanismo para el buceo de datos categóricos, particularmente cuando el número de categorías es grande, pero el número de categorías que realmente aparecen en el conjunto de datos es relativamente pequeño.",hashing,developers.google.com
heurístico,Una solución simple e implementada rápidamente para un problema.,heuristic,developers.google.com
capa oculta,Una capa en una red neuronal entre la capa de entrada (las características) y la capa de salida (la predicción).,hidden layer,developers.google.com
agrupación jerárquica,Una categoría de algoritmos de agrupación que crean un árbol de grupos.,hierarchical clustering,developers.google.com
escalada,"Un algoritmo para mejorar iterativamente (""caminar cuesta arriba"") un modelo ML hasta que el modelo deje de mejorar (""llega a la cima de una colina"").",hill climbing,developers.google.com
pérdida de hinge,"Una familia de pérdidas funciona para la clasificación diseñada para encontrar el límite de decisión lo más distante posible de cada ejemplo de capacitación, maximizando así el margen entre los ejemplos y el límite.",hinge loss,developers.google.com
sesgo histórico,Un tipo de sesgo que ya existe en el mundo y ha llegado a un conjunto de datos.,historical bias,developers.google.com
datos de retención,"Ejemplos intencionalmente no usados ​​(""retenido"") durante el entrenamiento.",holdout data,developers.google.com
anfitrión,"Al entrenar un modelo ML en chips aceleradores (GPU o TPU), la parte del sistema que controla los siguientes: el host generalmente se ejecuta en una CPU, no en un chip de acelerador; El dispositivo manipula los tensores en los chips aceleradores.",host,developers.google.com
evaluación humana,"Un proceso en el que las personas juzgan la calidad de la producción de un modelo ML; Por ejemplo, hacer que las personas bilingües juzguen la calidad de un modelo de traducción de ML.",human evaluation,developers.google.com
hiperparámetro,Las variables que usted o un servicio de ajuste de hiperparameter se ajustan durante las ejecuciones sucesivas de capacitación de un modelo.,hyperparameter,developers.google.com
hiperplano,Un límite que separa un espacio en dos subespacios.,hyperplane,developers.google.com
i.i.d.,Abreviatura de distribuida independiente e idénticamente.,i.i.d.,developers.google.com
reconocimiento de imágenes,"Un proceso que clasifica los objetos, el patrón (s) o el concepto (s) en animage.",image recognition,developers.google.com
conjunto de datos desequilibrado,Sinónimo de conjunto de datos ilusizado con clase.,imbalanced dataset,developers.google.com
sesgo implícito,Hacer automáticamente una asociación o suposición basada en los modelos y recuerdos mentes de uno.,implicit bias,developers.google.com
imputación,Forma corta de imputación de valor.,imputation,developers.google.com
incompatibilidad de las métricas de equidad,La idea de que algunas nociones de justicia son mutuamente incompatibles y no pueden satisfacerse simultáneamente.,incompatibility of fairness metrics,developers.google.com
en el aprendizaje con contexto,Sinónimo de pocos disparos.,in context learning,developers.google.com
distribuido independiente e idénticamente (i.i.d),"Los datos extraídos de una distribución que no cambia, y donde cada valor dibujado no depende de los valores que se han dibujado anteriormente.",independently and identically distributed (i.i.d),developers.google.com
justicia individual,Una métrica de equidad que verifica si individuos similares se clasifican de manera similar.,individual fairness,developers.google.com
inferencia,"En el aprendizaje automático, el proceso de hacer predicciones aplicando un modelo capacitado a ejemplos no etiquetados.",inference,developers.google.com
ruta de inferencia,"En un árbol de decisión, durante la inferencia, la ruta un ejemplo particular toma de la raíz a otras condiciones, que termina con una hoja.",inference path,developers.google.com
ganancia de información,"En los bosques de decisión, la diferencia entre la entropía de un nodo y la suma ponderada (por número de ejemplos) de la entropía de sus nodos infantiles.",information gain,developers.google.com
en el sesgo grupal,Mostrando parcialidad con el propio grupo o características propias.,in group bias,developers.google.com
generador de entrada,Un mecanismo por el cual los datos se cargan en una red neuronal.,input generator,developers.google.com
capa de entrada,La capa de una red neuronal que contiene el vector de características.,input layer,developers.google.com
en condición establecida,"En un árbol de decisión, una condición que prueba la presencia de un elemento en un conjunto de elementos.",in set condition,developers.google.com
instancia,"Sinónimo, por ejemplo.",instance,developers.google.com
ajuste de instrucciones,Una forma de ajuste fino que mejora la capacidad de un modelo de IA generativo para seguir las instrucciones.,instruction tuning,developers.google.com
interpretabilidad,La capacidad de explicar o presentar el razonamiento de un modelo ML en términos comprensibles a un humano.,interpretability,developers.google.com
acuerdo de inter rater,Una medición de la frecuencia con la que los evaluadores humanos están de acuerdo al hacer una tarea.,inter rater agreement,developers.google.com
intersección sobre la unión (iou),La intersección de dos conjuntos divididos por su unión.,intersection over union (iou),developers.google.com
iou,Abreviatura de la intersección sobre la unión.,iou,developers.google.com
matriz de artículos,"En los sistemas de recomendación, una matriz de vectores de incrustación generados por factorización de matriz que contiene señales latentes sobre cada elemento.",item matrix,developers.google.com
elementos,"En un sistema de recomendación, las entidades que recomienda un sistema.",items,developers.google.com
iteración,"Una sola actualización de los parámetros de un modelo, los pesos y los sesgos del modelo, en el entrenamiento.",iteration,developers.google.com
jax,"Una biblioteca de computación de matriz, que reúne XLA (álgebra lineal acelerada) y diferenciación automática para la computación numérica de alto rendimiento.",jax,developers.google.com
keras,Una popular API de aprendizaje automático de Python.,keras,developers.google.com
máquinas de vectores de soporte de kernel (ksvms),Un algoritmo de clasificación que busca maximizar el margen entre las clases positivas y negativas al mapear los vectores de datos de entrada a un espacio dimensional superior.,kernel support vector machines (ksvms),developers.google.com
